69,0
73,0.04044115625
78,0.08823525
69,0.26470575
73,0.30514690625
78,0.352941
69,0.5294115
73,0.56985265625
78,0.61764675
69,0.79411725
73,0.83455840625
78,0.8823525
69,1.058823
73,1.09926415625
78,1.1470582500000002
69,1.3235287500000001
73,1.3639699062500001
78,1.4117640000000002
69,1.5882345000000002
73,1.6286756562500002
78,1.6764697500000003
69,1.8529402500000003
73,1.8933814062500003
78,1.9411755000000004
68,2.1176460000000006
73,2.1580871562500006
78,2.2058812500000005
68,2.3345576562500003
73,2.3749988125000003
78,2.42279290625
68,2.5514693125
73,2.59191046875
78,2.6397045625
68,2.76838096875
73,2.808822125
76,2.8566162187499997
68,2.9852926249999996
73,3.0257337812499996
76,3.0735278749999995
68,3.2022042812499993
73,3.2426454374999993
76,3.290439531249999
68,3.419115937499999
73,3.459557093749999
76,3.507351187499999
68,3.636027593749999
73,3.676468749999999
76,3.7242628437499987
69,3.8529392499999986
73,3.8933804062499986
78,3.9411744999999985
69,4.117644999999999
73,4.158086156249999
78,4.205880249999999
69,4.382350749999999
73,4.422791906249999
78,4.470585999999999
69,4.647056499999999
73,4.687497656249999
78,4.735291749999999
69,4.911762249999999
73,4.952203406249999
78,4.999997499999999
69,5.176467999999999
73,5.216909156249999
78,5.264703249999999
69,5.441173749999999
73,5.481614906249999
78,5.529408999999999
69,5.705879499999999
73,5.746320656249999
78,5.794114749999999
68,5.970585249999999
73,6.011026406249999
78,6.0588204999999995
68,6.18749690625
73,6.2279380625
78,6.27573215625
68,6.4044085625000005
73,6.4448497187500005
78,6.492643812500001
68,6.621320218750001
73,6.661761375000001
76,6.709555468750001
68,6.838231875000002
73,6.878673031250002
76,6.926467125000002
68,7.055143531250002
73,7.095584687500002
76,7.143378781250003
68,7.272055187500003
73,7.312496343750003
76,7.360290437500003
68,7.488966843750004
73,7.529408000000004
76,7.577202093750004
69,7.705878500000004
73,7.746319656250004
78,7.794113750000005
69,7.970584250000004
73,8.011025406250004
78,8.058819500000004
69,8.235290000000004
73,8.275731156250004
78,8.323525250000003
69,8.499995750000004
73,8.540436906250005
78,8.588231000000004
69,8.764701500000005
73,8.805142656250005
78,8.852936750000005
69,9.029407250000006
73,9.069848406250006
78,9.117642500000006
69,9.294113000000007
73,9.334554156250007
78,9.382348250000007
69,9.558818750000007
73,9.599259906250008
78,9.647054000000008
68,9.823524500000008
73,9.86396565625001
78,9.911759750000009
68,10.040436156250008
73,10.080877312500007
78,10.128671406250007
68,10.257347812500006
73,10.297788968750005
78,10.345583062500005
68,10.474259468750004
73,10.514700625000003
76,10.562494718750003
68,10.691171125000002
73,10.731612281250001
76,10.779406375
68,10.90808278125
73,10.9485239375
76,10.996318031249999
68,11.124994437499998
73,11.165435593749997
76,11.213229687499997
68,11.341906093749996
73,11.382347249999995
76,11.430141343749995
69,11.558817749999994
73,11.599258906249993
78,11.647052999999993
69,11.823523499999993
73,11.863964656249994
78,11.911758749999994
69,12.088229249999994
73,12.128670406249995
78,12.176464499999994
69,12.352934999999995
73,12.393376156249996
78,12.441170249999995
69,12.617640749999996
73,12.658081906249997
78,12.705875999999996
69,12.882346499999997
73,12.922787656249998
78,12.970581749999997
69,13.147052249999998
73,13.187493406249999
78,13.235287499999998
69,13.411757999999999
73,13.45219915625
78,13.49999325
68,13.67646375
73,13.71690490625
78,13.764699
68,13.89337540625
73,13.933816562499999
78,13.981610656249998
68,14.110287062499998
73,14.150728218749997
78,14.198522312499996
68,14.327198718749996
73,14.367639874999995
76,14.415433968749994
68,14.544110374999994
73,14.584551531249993
76,14.632345624999992
68,14.761022031249992
73,14.80146318749999
76,14.84925728124999
68,14.97793368749999
73,15.018374843749989
76,15.066168937499988
68,15.194845343749988
73,15.235286499999987
76,15.283080593749986
